TEAM,GAMES,POINTS,2PM,2PA,2P%,3PM,3PA,3P%,SM,SA,S%,FTM,FTA,FTP,OREB,DREB,TREB,AST,PF,FF,TOV,STL,BLK,RBLK,EVAL,PLUS_MINUS,YEAR
MKS Znicz Basket Pruszków,30.0,74.3,19.3,39.0,49.5,7.7,23.0,33.4,27.0,62.0,43.5,12.7,17.4,72.9,10.53,23.47,34.0,16.6,21.13,19.1,14.6,8.77,2.97,2.2,82.3,-1.3,2016/2017
SKK Siedlce,34.0,77.9,21.1,40.7,51.9,7.2,23.0,31.3,28.3,63.7,44.5,14.0,20.0,70.1,11.41,27.03,38.44,15.6,18.97,20.68,14.8,8.71,2.18,1.94,86.7,22.3,2016/2017
Spójnia Stargard,39.0,77.8,21.9,40.3,54.2,7.1,22.9,30.9,28.9,63.2,45.8,12.9,18.5,69.7,10.38,24.97,35.36,16.2,18.62,18.62,14.5,8.31,1.79,2.44,85.0,-5.8,2016/2017
Zetkama Doral Nysa Kłodzko,34.0,76.3,19.7,37.6,52.4,7.3,24.2,30.3,27.0,61.7,43.8,14.9,20.4,73.3,11.65,25.85,37.5,16.8,19.15,21.29,14.1,7.91,2.03,2.47,86.4,26.0,2016/2017
ACK UTH Rosa Radom,35.0,74.7,19.1,37.3,51.2,7.8,21.9,35.5,26.9,59.2,45.4,13.3,18.9,70.3,11.2,26.51,37.71,17.3,20.4,20.17,16.1,7.54,2.94,1.94,86.2,15.3,2015/2016
Astoria Bydgoszcz,33.0,77.8,21.1,40.6,51.8,7.6,23.1,33.0,28.7,63.7,45.0,12.9,19.4,66.3,12.76,26.73,39.48,17.5,21.55,21.79,16.6,8.18,2.73,2.12,87.5,14.9,2015/2016
AZS AWF Mickiewicz Romus Katowice,35.0,79.1,22.3,41.5,53.8,6.7,20.4,32.8,29.0,61.9,46.9,14.5,21.0,68.8,12.17,28.29,40.46,16.9,19.49,21.77,16.3,8.09,3.66,1.86,92.6,40.3,2015/2016
Biofarm Basket Poznań,35.0,68.7,19.1,39.1,48.9,6.6,21.1,31.3,25.7,60.1,42.8,10.7,15.6,68.6,11.57,26.91,38.49,15.3,20.77,20.09,16.4,8.34,3.69,2.71,78.9,24.6,2015/2016
Exact Systems Śląsk Wrocław,35.0,71.3,18.2,38.2,47.6,6.6,21.1,31.5,24.8,59.2,41.9,15.1,22.0,68.5,11.69,26.54,38.23,13.2,21.4,22.49,16.1,8.51,3.03,2.49,76.9,26.3,2015/2016
GKS Tychy,39.0,75.0,19.0,37.5,50.6,7.4,21.0,35.2,26.4,58.5,45.1,14.9,20.5,72.8,9.79,24.97,34.77,15.4,21.69,22.38,16.7,6.69,2.46,3.03,79.8,-15.9,2015/2016
GTK Gliwice,35.0,73.9,19.7,40.1,49.1,6.7,21.7,31.1,26.4,61.7,42.8,14.3,20.9,68.6,11.83,26.09,37.91,14.5,21.2,21.97,14.5,8.89,2.23,2.54,81.0,28.9,2015/2016
KS Spójnia Stargard,30.0,77.3,22.0,44.1,49.8,6.7,21.1,31.5,28.6,65.2,43.9,13.4,19.1,70.1,13.17,24.8,37.97,16.1,19.17,20.37,13.5,8.93,2.2,2.87,86.7,28.0,2015/2016
KSK Noteć Inowrocław,35.0,76.4,19.1,39.7,48.0,8.7,24.6,35.6,27.8,64.3,43.2,12.1,17.8,68.0,10.83,27.09,37.91,16.3,21.86,20.6,15.2,9.89,2.74,2.91,85.8,27.1,2015/2016
Legia Warszawa,42.0,71.6,18.1,40.5,44.6,7.7,23.2,33.1,25.8,63.7,40.4,12.4,17.4,71.4,12.12,24.38,36.5,14.0,22.6,20.05,15.8,8.19,2.62,2.48,74.2,-43.2,2015/2016
Max Elektro Sokół Łańcut,40.0,64.8,15.8,36.0,43.8,6.6,20.6,32.2,22.4,56.6,39.6,13.4,18.8,71.4,9.63,25.0,34.63,13.0,21.08,20.83,16.9,6.65,1.93,3.13,64.6,-51.1,2015/2016
meritumkredyt Pogoń Prudnik,34.0,69.7,19.6,37.4,52.4,6.1,23.5,25.9,25.7,60.9,42.2,12.3,16.7,73.5,11.0,24.32,35.32,14.3,20.85,19.94,15.2,8.41,2.35,2.18,75.3,-3.2,2015/2016
Miasto Szkła Krosno,41.0,65.7,17.8,40.1,44.5,6.5,22.1,29.4,24.3,62.2,39.1,10.5,14.7,71.5,10.44,23.49,33.93,13.2,21.78,18.85,17.0,7.05,1.88,3.49,62.8,-108.1,2015/2016
MKS Znicz Basket Pruszków,34.0,72.1,19.2,40.0,47.9,7.8,24.0,32.4,26.9,64.0,42.1,10.5,15.1,69.8,11.94,23.71,35.65,14.7,22.0,19.32,14.9,9.65,2.88,3.09,78.5,-2.4,2015/2016
SKK Siedlce,30.0,77.2,19.9,40.6,49.1,8.1,23.3,34.8,28.0,63.9,43.9,13.1,18.1,72.2,10.2,25.67,35.87,15.4,19.87,20.4,13.0,8.93,2.0,2.07,85.4,16.2,2015/2016
Zetkama Doral Nysa Kłodzko,33.0,74.8,18.0,35.0,51.4,8.5,24.4,34.9,26.5,59.4,44.6,13.3,18.6,71.9,10.55,24.88,35.42,20.6,20.33,21.48,15.5,9.36,2.24,1.88,88.9,48.5,2015/2016
ACK UTH Rosa Radom,29.0,76.4,19.3,37.3,51.8,8.2,23.7,34.7,27.5,61.0,45.1,13.1,19.0,69.1,12.14,27.31,39.45,15.7,19.24,21.17,16.8,7.41,2.48,1.48,85.7,7.4,2014/2015
Astoria Bydgoszcz,29.0,77.1,21.7,41.5,52.2,6.9,20.3,33.7,28.5,61.8,46.1,13.2,19.6,67.5,11.69,27.66,39.34,15.7,20.03,21.14,17.6,10.21,2.93,1.9,88.1,43.1,2014/2015
AZS Politechnika Poznań,33.0,78.5,20.5,38.1,53.7,8.5,25.2,33.8,29.0,63.3,45.8,12.0,18.6,64.8,13.61,28.52,42.12,18.3,17.91,19.88,16.1,9.39,2.48,1.85,93.7,76.4,2014/2015
BASKET ZAGŁĘBIE S.A.,29.0,76.2,20.6,40.5,50.8,8.0,22.4,35.5,28.5,62.9,45.4,11.2,16.5,67.8,11.97,25.55,37.52,16.1,19.52,18.66,15.2,7.9,2.17,2.59,85.0,2.9,2014/2015
GKS Tychy,26.0,71.8,19.1,35.7,53.5,6.5,22.4,29.0,25.6,58.1,44.1,14.0,19.9,70.6,10.23,26.0,36.23,13.4,19.65,22.08,16.3,8.35,2.08,1.69,77.2,10.0,2014/2015
GTK Fluor Gliwice,26.0,73.2,19.0,37.2,51.1,7.8,23.6,32.9,26.8,60.9,44.1,11.8,17.8,66.5,10.0,26.62,36.62,15.1,21.35,20.69,14.4,6.58,2.38,1.46,79.4,17.3,2014/2015
Intermarche Bricomarche BM SlamStal Ostrów,38.0,70.3,19.4,40.0,48.5,7.0,22.4,31.3,26.4,62.4,42.3,10.5,15.4,68.2,10.39,25.34,35.74,13.0,22.66,18.71,15.0,6.87,1.84,1.63,72.0,-48.8,2014/2015
KKK Krosno,36.0,69.7,18.6,40.6,45.8,7.5,23.0,32.6,26.1,63.5,41.0,10.1,15.2,66.3,11.36,23.42,34.78,14.6,19.19,19.22,14.4,7.69,2.11,2.89,71.8,-58.9,2014/2015
KS Pogoń Prudnik,28.0,74.3,21.3,39.5,53.9,6.5,21.0,30.8,27.8,60.5,45.9,12.3,16.8,73.0,9.93,27.29,37.21,16.0,20.86,20.57,15.4,8.29,1.96,1.0,85.0,23.9,2014/2015
KS Spójnia Stargard Szczeciński,30.0,68.6,16.9,37.4,45.1,7.4,21.4,34.7,24.3,58.9,41.3,12.6,18.8,66.9,11.37,25.37,36.73,13.4,19.87,20.57,15.5,8.4,2.27,1.87,73.1,-7.0,2014/2015
Legia Warszawa,37.0,69.8,16.7,38.3,43.5,7.7,24.3,31.6,24.4,62.6,38.9,13.5,18.8,71.4,11.41,25.0,36.41,13.1,21.92,20.62,13.9,7.78,2.68,2.65,72.3,-33.2,2014/2015
MKS Znicz Basket Pruszków,29.0,74.6,18.2,37.2,48.8,9.0,26.5,34.1,27.2,63.8,42.7,11.1,15.5,71.9,11.79,25.62,37.41,15.3,21.62,18.41,16.6,9.14,2.83,2.66,81.9,4.5,2014/2015
PTG Sokół Łańcut,38.0,69.8,18.2,41.5,43.8,6.7,21.1,31.6,24.8,62.6,39.7,13.6,19.3,70.1,12.26,25.53,37.79,13.8,20.84,20.58,15.9,7.63,1.79,3.66,71.5,-39.6,2014/2015
SKK Siedlce,34.0,76.7,20.7,42.2,49.0,7.5,22.4,33.6,28.2,64.7,43.6,12.8,18.7,68.3,10.85,25.41,36.26,15.3,19.68,20.06,12.0,9.0,2.06,1.79,85.2,39.3,2014/2015
MKS Dąbrowa Górnicza II,30.0,76.4,20.9,43.7,47.9,7.3,21.7,33.8,28.3,65.3,43.3,12.6,17.8,70.7,12.77,25.7,38.47,13.8,23.3,20.07,15.3,8.27,2.37,3.7,81.8,-14.0,2013/2014
AZS Politechnika Poznań,28.0,77.7,20.9,39.2,53.4,7.2,22.0,32.6,28.1,61.2,45.9,14.3,20.7,69.0,12.04,27.04,39.07,17.8,17.39,20.82,15.8,9.46,2.93,2.43,91.5,59.8,2013/2014
Astoria Bydgoszcz,26.0,77.8,22.4,41.6,53.7,6.3,19.4,32.5,28.7,61.0,47.0,14.2,19.3,73.5,11.12,24.5,35.62,15.6,21.5,21.27,14.9,9.23,3.69,1.65,89.7,36.2,2013/2014
Intermarche Bricomarche BM SlamStal Ostrów,26.0,72.3,19.8,40.1,49.4,7.0,21.1,33.0,26.8,61.2,43.7,11.8,17.1,68.9,10.65,24.88,35.54,14.1,21.46,19.58,14.1,7.08,1.92,1.54,77.1,-6.9,2013/2014
King Wilki Morskie Szczecin,30.0,76.2,20.7,42.4,48.8,6.7,22.8,29.3,27.4,65.2,42.0,14.8,20.6,72.0,12.13,23.6,35.73,14.6,21.8,20.6,14.0,8.63,1.87,3.07,79.5,-8.0,2013/2014
KS Spójnia Stargard Szczeciński,28.0,70.9,18.1,36.9,49.1,7.1,21.0,33.8,25.2,57.9,43.5,13.3,18.9,70.5,11.14,27.11,38.25,15.6,19.46,20.29,15.3,8.18,3.0,2.96,82.3,52.9,2013/2014
MCKiS Termo-Rex SA Jaworzno,32.0,77.1,18.7,34.5,54.1,9.2,26.0,35.2,27.8,60.5,46.0,12.3,17.5,70.2,11.25,25.5,36.75,16.9,18.16,20.5,16.0,9.44,2.34,1.69,88.7,56.3,2013/2014
MKS Wikana Start S.A. Lublin,36.0,70.7,16.8,39.3,42.9,8.1,25.9,31.5,25.0,65.1,38.3,12.6,18.2,69.2,11.58,26.39,37.97,14.7,22.5,19.28,13.2,6.97,3.06,2.42,74.4,-6.0,2013/2014
MKS Znicz Basket Pruszków,32.0,71.9,18.9,38.7,48.8,7.4,23.9,30.9,26.3,62.6,42.0,12.0,17.7,67.5,11.59,25.84,37.44,14.9,21.25,19.0,14.8,9.63,2.81,2.91,79.8,33.8,2013/2014
MOSiR PBS Bank KHS Krosno,36.0,67.1,17.6,38.5,45.6,6.8,22.2,30.7,24.4,60.7,40.2,11.4,16.1,70.9,10.56,25.67,36.22,13.4,19.58,19.94,15.8,6.83,2.58,2.72,69.2,-46.4,2013/2014
Polfarmex Kutno,37.0,68.2,18.7,38.4,48.6,5.3,17.9,29.6,24.0,56.4,42.5,15.0,21.9,68.3,10.41,25.27,35.68,13.0,19.86,22.86,17.3,6.24,2.08,2.16,68.6,-49.7,2013/2014
Polski Cukier SIDEn Toruń,29.0,66.1,15.8,37.0,42.7,7.7,23.1,33.4,23.5,60.1,39.2,11.3,16.7,68.0,10.17,23.24,33.41,13.0,21.66,19.0,15.5,6.72,2.28,3.03,64.1,-40.7,2013/2014
PTG Sokół Łańcut,30.0,69.6,18.9,40.3,46.8,6.5,20.7,31.4,25.4,61.0,41.6,12.4,17.6,70.3,10.97,24.57,35.53,13.1,20.37,19.37,13.7,7.93,2.17,2.9,73.7,-17.8,2013/2014
WKK ProBiotics Wrocław,38.0,71.7,20.6,42.3,48.6,5.1,17.0,29.7,25.6,59.3,43.2,15.5,21.6,71.5,10.08,25.74,35.82,12.7,21.39,22.61,16.3,8.37,3.58,2.5,76.0,-18.4,2013/2014
MKS Dąbrowa Górnicza II,35.0,76.2,22.0,44.6,49.4,5.9,18.3,32.1,27.9,62.9,44.4,14.5,20.9,69.4,10.74,26.11,36.86,12.9,22.8,20.63,14.3,7.49,2.34,1.43,80.1,-13.9,2012/2013
AZS Politechnika Poznań,34.0,75.8,20.6,39.3,52.4,6.2,20.8,30.0,26.9,60.1,44.7,15.9,22.4,71.0,9.97,27.53,37.5,17.3,18.03,23.06,17.6,8.88,3.12,2.5,85.3,33.2,2012/2013
AZS Radex Szczecin,30.0,74.3,21.3,41.8,50.9,4.9,16.4,29.7,26.1,58.2,44.9,17.2,24.0,71.6,9.7,23.9,33.6,14.2,20.13,22.07,13.3,6.6,2.27,1.87,78.8,0.2,2012/2013
AZS WSGK POLFARMEX Kutno,39.0,70.3,20.4,39.9,51.2,5.4,17.5,30.6,25.8,57.4,44.9,13.4,21.0,64.0,9.38,25.56,34.95,13.4,19.41,21.31,15.4,6.13,1.9,2.26,72.1,-26.2,2012/2013
BM SLAM STAL Ostrów Wielkopolski,30.0,75.1,20.1,39.4,51.1,7.1,20.8,34.1,27.2,60.2,45.2,13.6,19.5,69.9,9.2,24.8,34.0,14.3,22.0,20.97,15.5,8.9,2.47,1.83,80.4,-12.0,2012/2013
BUDIMPEX-POLONIA Przemyśl,33.0,72.5,20.6,43.6,47.2,6.5,19.6,33.2,27.1,63.2,42.9,11.7,16.2,72.3,11.58,25.7,37.27,13.6,20.27,18.21,13.3,6.82,1.97,3.03,78.1,9.2,2012/2013
Franz Astoria Bydgoszcz,34.0,80.9,23.7,46.9,50.5,5.9,19.1,30.8,29.6,66.0,44.8,15.8,22.4,70.8,13.79,26.24,40.03,16.9,23.29,21.76,16.1,9.71,3.03,2.06,91.5,17.1,2012/2013
KS Spójnia Stargard Szczeciński,33.0,68.4,17.9,37.3,47.9,6.4,19.4,33.1,24.3,56.7,42.8,13.5,18.9,71.2,9.09,26.73,35.82,14.1,20.21,19.73,14.6,6.45,2.91,1.52,75.3,1.8,2012/2013
MKS Znicz Basket Pruszków,34.0,68.7,18.2,40.4,45.0,6.2,21.6,28.8,24.4,61.9,39.4,13.7,20.8,65.9,12.44,26.38,38.82,13.4,21.06,20.85,14.9,8.35,2.68,2.68,72.4,-2.2,2012/2013
NETO PTG Sokół Łańcut,33.0,73.7,20.2,40.7,49.8,6.1,19.1,31.7,26.3,59.8,44.0,15.0,22.6,66.6,12.0,25.12,37.12,14.2,22.76,21.39,16.2,8.18,2.55,2.03,78.5,0.9,2012/2013
PBS BANK EFIR ENERGY MOSiR Krosno,43.0,73.7,18.5,39.7,46.7,7.7,22.2,34.5,26.2,61.9,42.3,13.6,20.3,67.0,12.14,24.56,36.7,14.7,21.21,21.91,14.4,7.35,2.21,1.58,77.9,-8.4,2012/2013
Polski Cukier SIDEn Toruń,40.0,71.8,18.8,42.4,44.4,7.0,21.0,33.3,25.8,63.4,40.7,13.2,18.5,71.1,11.48,25.0,36.48,13.7,22.0,19.88,13.5,7.63,2.58,3.23,75.7,-1.6,2012/2013
Siedlecki Klub Koszykówki Siedlce,33.0,72.5,20.2,39.9,50.8,6.4,20.5,31.0,26.6,60.4,44.1,12.9,19.1,67.7,10.03,26.64,36.67,14.4,19.12,20.55,12.5,7.45,2.24,1.3,80.8,42.6,2012/2013
UMKS Kielce,34.0,77.4,22.1,40.4,54.6,6.7,21.2,31.6,28.8,61.7,46.7,13.1,17.7,74.0,10.74,27.0,37.74,16.6,19.15,19.65,14.1,8.29,1.76,1.79,90.2,55.7,2012/2013
WIKANA START SA Lublin,33.0,76.9,20.6,39.6,52.0,8.1,22.7,35.6,28.7,62.3,46.0,11.5,17.3,66.5,9.94,23.88,33.82,15.0,21.15,19.58,13.2,7.7,2.7,0.91,83.5,6.2,2012/2013
WKS Śląsk Wrocław,42.0,66.1,18.8,41.9,44.9,5.4,17.6,30.9,24.2,59.4,40.8,12.2,17.8,68.7,9.1,24.14,33.24,12.2,23.4,20.4,15.5,8.29,1.88,1.98,65.6,-77.4,2012/2013
AZS Radex Szczecin,32.0,74.4,20.7,38.5,53.8,6.2,19.8,31.4,26.9,58.3,46.2,14.4,20.2,71.3,9.56,22.5,32.06,12.5,21.34,21.59,12.9,5.44,1.75,,76.2,10.3,2011/2012
AZS WSGK POLFARMEX Kutno,31.0,70.6,20.1,37.2,54.0,5.2,17.6,29.5,25.3,54.8,46.1,14.8,20.4,72.6,7.94,23.03,30.97,10.5,20.58,20.9,14.3,6.77,2.0,,71.4,1.6,2011/2012
Delikatesy Centrum PBS Bank MOSiR Krosno,32.0,72.4,19.2,37.6,51.2,6.8,19.3,35.5,26.1,56.8,45.8,13.4,19.4,69.1,9.88,26.34,36.22,13.2,20.5,21.78,15.4,6.06,1.97,,77.7,14.4,2011/2012
Focus Mall Sudety Jelenia Góra,32.0,76.6,21.9,38.7,56.6,6.0,19.3,31.2,27.9,58.0,48.1,14.7,19.4,75.8,9.09,26.09,35.19,15.9,19.03,20.53,14.0,7.88,2.41,,89.2,53.4,2011/2012
KS Spójnia Stargard Szczeciński,33.0,67.6,16.7,34.8,48.1,7.0,21.6,32.6,23.8,56.4,42.2,13.1,18.4,71.1,9.15,24.39,33.55,13.7,20.82,20.45,14.8,7.18,2.3,,71.6,-1.7,2011/2012
MKS Budimpex Polonia Przemyśl,31.0,75.1,21.0,38.9,54.1,6.4,19.3,33.3,27.5,58.2,47.2,13.8,19.0,72.7,8.32,23.68,32.0,14.9,19.94,19.58,14.0,8.1,2.32,,82.6,-7.6,2011/2012
MKS Dąbrowa Górnicza,38.0,73.6,20.6,42.7,48.3,5.8,19.3,30.0,26.4,62.0,42.6,15.0,20.8,72.2,10.97,26.45,37.42,13.3,23.61,21.08,14.9,6.0,2.66,,76.7,-26.5,2011/2012
MKS Start Lublin,32.0,72.8,19.3,40.9,47.2,7.1,22.4,31.7,26.4,63.3,41.7,12.9,18.8,68.4,10.28,26.63,36.91,14.0,20.97,19.78,13.3,8.03,2.56,,78.2,16.7,2011/2012
MKS Znicz Basket Pruszków,39.0,72.2,18.2,39.0,46.7,6.8,21.6,31.3,25.0,60.6,41.2,15.4,24.0,64.5,11.59,25.95,37.54,13.2,22.28,22.97,15.3,8.28,2.92,,74.6,-4.9,2011/2012
NETO PTG Sokół Łańcut,32.0,67.6,18.1,39.1,46.4,6.0,18.4,32.5,24.1,57.5,41.9,13.4,19.1,70.2,10.34,24.31,34.66,11.9,23.5,20.22,16.8,7.75,1.97,,68.0,5.2,2011/2012
POLOmarket Sportino Inowrocław,31.0,76.5,20.8,39.0,53.3,6.4,19.2,33.4,27.2,58.2,46.7,15.7,21.9,71.3,10.45,26.61,37.06,14.4,19.9,21.45,14.3,7.77,2.84,,86.9,22.3,2011/2012
Polski Cukier SIDEn Toruń,28.0,75.6,19.1,39.1,48.9,7.6,22.0,34.6,26.8,61.1,43.8,14.5,20.7,70.1,10.86,23.61,34.46,15.0,25.0,22.21,14.0,6.64,2.57,,79.8,9.6,2011/2012
Rosa Radom,41.0,70.2,16.7,35.2,47.4,7.3,23.8,30.7,24.0,59.0,40.7,14.9,21.2,70.5,10.02,24.29,34.32,12.7,20.85,22.0,15.0,6.8,2.54,,70.3,-17.0,2011/2012
Siedlecki Klub Koszykówki Siedlce,31.0,68.0,16.7,37.5,44.5,7.4,24.3,30.5,24.1,61.8,39.0,12.4,18.1,68.3,10.26,23.0,33.26,13.9,21.58,20.52,11.4,7.42,2.06,,69.8,-5.6,2011/2012
Start Gdynia,39.0,70.2,18.7,39.3,47.7,6.0,19.2,31.1,24.7,58.4,42.3,14.8,20.4,72.5,9.13,22.54,31.67,12.1,20.59,21.62,15.5,6.28,1.87,,67.3,-47.7,2011/2012
Asseco Prokom 2 Gdynia,33.0,71.8,19.9,40.5,49.1,6.7,22.8,29.3,26.6,63.3,42.0,12.0,16.9,71.0,9.55,22.52,32.06,14.1,20.39,19.82,14.6,8.85,2.7,2.52,73.3,,2010/2011
AZS Politechnika Warszawska,36.0,69.9,19.3,39.8,48.4,6.1,20.6,29.7,25.4,60.4,42.0,13.0,20.3,64.1,9.69,22.61,32.31,13.2,21.47,19.75,15.4,9.72,1.72,2.83,69.2,,2010/2011
AZS Radex Szczecin,35.0,77.6,22.3,42.5,52.6,5.3,18.8,28.5,27.7,61.2,45.2,16.9,24.0,70.5,9.34,22.26,31.6,11.8,19.91,21.17,12.7,11.49,2.69,2.57,81.9,,2010/2011
GKS Tychy,33.0,71.5,20.3,39.3,51.5,6.6,20.7,31.8,26.9,60.0,44.7,11.2,15.4,72.6,7.85,24.09,31.94,15.6,20.21,17.03,14.2,8.3,2.39,2.97,78.1,,2010/2011
KPSW Astoria Bydgoszcz,34.0,77.9,20.9,39.8,52.5,6.6,18.9,35.0,27.5,58.7,46.9,16.3,24.2,67.2,9.21,23.91,33.12,15.9,21.71,23.35,13.9,9.59,3.09,1.88,86.6,,2010/2011
KS Spójnia Stargard Szczeciński,32.0,65.3,16.6,36.8,45.2,5.9,18.9,31.1,22.5,55.7,40.4,14.5,21.1,68.8,8.38,23.0,31.38,12.9,20.81,21.5,16.3,9.94,2.75,2.63,66.3,,2010/2011
ŁKS Sphinx Łódź,39.0,68.0,17.5,37.4,46.8,6.4,20.0,31.8,23.9,57.4,41.6,13.9,19.9,70.0,7.92,22.67,30.59,12.0,21.49,21.54,14.3,9.26,2.0,1.51,68.1,,2010/2011
MKS Dąbrowa Górnicza,40.0,70.5,19.0,40.4,46.9,6.2,18.8,33.1,25.2,59.1,42.5,14.0,21.1,66.4,8.9,22.2,31.1,12.8,21.88,21.55,13.7,9.15,2.4,3.23,71.2,,2010/2011
MKS Start Lublin,35.0,73.4,20.9,41.9,50.0,6.3,21.9,28.9,27.3,63.8,42.7,12.5,18.8,66.6,10.74,24.8,35.54,13.3,20.83,18.77,13.1,10.69,2.6,2.06,79.7,,2010/2011
MKS Znicz Basket Pruszków,29.0,72.4,20.0,40.9,48.8,5.7,19.0,29.8,25.6,59.9,42.8,15.5,22.6,68.6,9.76,24.1,33.86,13.2,21.62,21.62,16.1,10.45,3.1,2.86,75.5,,2010/2011
Polonia 2011 Warszawa,35.0,79.6,22.9,42.1,54.5,6.6,20.0,33.0,29.5,62.1,47.6,13.9,20.6,67.3,11.4,26.51,37.91,16.8,19.31,20.97,17.9,11.17,3.14,2.26,91.4,,2010/2011
PTG Sokół Łańcut,38.0,65.8,16.2,33.4,48.7,6.7,21.6,31.2,23.0,55.0,41.8,13.1,19.8,66.2,8.95,22.0,30.95,13.8,23.63,20.63,16.9,9.03,2.37,2.29,66.3,,2010/2011
Rosa Radom,31.0,67.4,16.0,35.8,44.8,7.7,25.9,29.5,23.7,61.7,38.4,12.4,18.5,67.0,9.23,21.03,30.26,13.7,20.29,19.77,12.3,10.03,1.9,2.16,66.8,,2010/2011
SKK Siedlce,35.0,70.3,18.1,39.6,45.8,6.1,21.9,28.1,24.3,61.5,39.5,15.6,20.8,75.0,10.31,22.86,33.17,12.7,19.17,20.09,13.3,11.69,2.14,2.71,74.3,,2010/2011
Sportino Inowrocław,33.0,70.2,19.2,40.7,47.2,6.4,21.1,30.5,25.6,61.7,41.5,12.6,19.0,66.5,10.45,22.85,33.3,14.2,21.42,20.85,14.8,9.79,2.67,2.82,72.9,,2010/2011
Victoria Górnik Wałbrzych,26.0,78.9,22.4,41.3,54.3,6.5,20.5,31.6,28.9,61.8,46.8,14.5,21.0,68.9,10.96,27.08,38.04,15.7,19.5,20.19,16.5,12.12,3.27,2.58,92.0,,2010/2011
KS AZS AWF Katowice,32.0,79.4,21.9,40.2,54.6,7.5,21.5,35.1,29.5,61.6,47.8,12.9,19.0,67.8,10.22,24.13,34.34,15.4,21.28,20.31,15.0,9.94,2.59,2.59,88.3,,2009/2010
GKS Tychy,33.0,74.0,17.8,36.7,48.3,7.7,22.5,34.3,25.5,59.2,43.0,15.4,21.4,71.9,8.76,22.73,31.48,13.0,19.27,20.79,15.4,9.45,2.61,2.67,75.4,,2009/2010
KS Sudety Jelenia Góra,32.0,76.1,20.1,38.7,52.0,7.3,20.2,36.0,27.4,58.9,46.5,14.1,20.0,70.7,10.03,25.09,35.13,15.2,19.88,19.94,12.8,8.56,2.72,1.81,87.6,,2009/2010
Żubry Białystok,33.0,80.2,21.8,43.3,50.4,7.0,20.8,33.7,28.8,64.0,45.0,15.6,21.6,72.1,10.33,24.85,35.18,13.9,21.09,20.48,15.9,10.91,2.85,3.76,85.9,,2009/2010
AZS Politechnika Warszawska,33.0,81.2,23.1,42.9,54.0,6.3,21.0,30.2,29.5,63.8,46.2,16.0,24.3,65.8,9.39,23.82,33.21,14.4,20.67,22.76,15.3,11.79,2.76,1.79,85.4,,2009/2010
Asseco Prokom 2 Gdynia,30.0,81.0,22.0,43.1,50.9,8.2,24.0,34.2,30.2,67.1,44.9,12.4,17.8,70.0,8.97,22.3,31.27,15.2,22.07,19.53,14.1,9.33,2.47,3.47,82.8,,2009/2010
PTG Sokół Łańcut,33.0,73.9,18.0,35.7,50.4,7.8,23.3,33.5,25.8,59.0,43.7,14.5,20.6,70.4,9.39,22.58,31.97,14.7,24.24,20.79,15.6,11.42,2.97,1.3,80.1,,2009/2010
Znicz Basket Pruszków,32.0,74.7,17.4,34.5,50.4,7.6,22.8,33.2,24.9,57.2,43.6,17.3,23.9,72.2,9.03,22.03,31.06,13.7,21.22,22.72,16.3,10.88,1.81,2.75,76.9,,2009/2010
Miasto Szkła Krosno,33.0,73.1,19.2,37.8,50.8,6.5,20.8,31.3,25.7,58.6,43.9,15.1,22.1,68.2,9.18,22.97,32.15,12.6,18.67,21.67,12.8,9.27,2.27,2.27,76.6,,2009/2010
ŁKS Łódź,37.0,70.6,17.7,35.7,49.6,7.2,22.4,32.1,24.9,58.1,42.9,13.6,19.9,68.3,8.19,23.3,31.49,12.2,22.14,20.35,15.7,9.27,3.43,1.16,71.8,,2009/2010
Intermarche Zastal Zielona Góra,37.0,69.2,18.2,38.2,47.6,6.6,21.8,30.4,24.8,60.0,41.4,13.0,20.1,64.7,9.59,24.62,34.22,12.9,21.32,20.49,15.7,9.73,2.49,3.51,70.6,,2009/2010
MKS Dąbrowa Górnicza,37.0,69.4,18.8,39.6,47.5,6.0,19.8,30.1,24.8,59.4,41.7,13.9,21.1,65.8,8.97,21.92,30.89,10.8,20.27,19.97,14.7,9.81,1.97,3.49,66.2,,2009/2010
MKS Start Lublin,33.0,71.7,17.4,36.9,47.2,8.1,25.7,31.6,25.5,62.6,40.8,12.5,18.7,67.0,9.15,23.7,32.85,13.4,21.18,19.76,14.5,10.09,3.0,2.03,73.3,,2009/2010
Siarka Tarnobrzeg,36.0,67.1,17.3,37.1,46.5,6.6,21.7,30.3,23.8,58.8,40.5,12.8,19.3,66.6,8.94,21.72,30.67,12.6,21.97,20.47,15.7,9.08,2.14,3.19,64.4,,2009/2010
Spójnia Stargard Szcz.,32.0,72.0,17.9,36.7,48.9,7.3,22.4,32.8,25.3,59.1,42.8,14.1,20.6,68.4,8.94,22.19,31.13,13.4,19.19,21.09,16.7,9.53,3.13,2.31,72.2,,2009/2010
Victoria Górnik Wałbrzych,33.0,81.2,23.2,42.6,54.3,6.9,20.5,33.6,30.0,63.1,47.6,14.2,20.8,68.6,10.58,26.73,37.3,14.7,19.97,20.12,14.1,8.85,2.12,2.88,90.5,,2009/2010
GKS Tychy,40.0,73.3,19.9,40.7,49.0,6.2,19.5,31.8,26.1,60.1,43.4,14.9,21.0,71.0,9.83,21.18,31.0,11.7,19.1,19.48,14.2,8.9,1.4,3.15,72.0,,2008/2009
